XxY,slice_ID,raw_x,raw_y,n_genes,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,pct_counts_in_top_50_genes,pct_counts_in_top_100_genes,pct_counts_in_top_200_genes,pct_counts_in_top_500_genes,total_counts_mt,pct_counts_mt,batch,clusters,clusters_0.7,new_x,new_y,new_z,dotShape,clusters_0.6,clusters_0.5,clusters_0.4,clusters_0.3
22980x105120-6,E16-18_S07_a,22980,105120,261,261,5.568344503761097,907.0,6.8112445,62.18302094818081,77.83902976846747,93.27453142227122,100.0,0.0,0.0,6,16,14,-326.32758626399135,50.820978414658725,60000.0,circle,15,13,10,9
22980x105140-6,E16-18_S07_a,22980,105140,313,313,5.749392985908253,1089.0,6.993933,56.19834710743802,73.55371900826447,89.62350780532599,100.0,0.0,0.0,6,16,14,-324.16601299452645,70.7038253184785,60000.0,circle,15,13,10,9
22980x105160-6,E16-18_S07_a,22980,105160,349,349,5.857933154483459,1279.0,7.1546154,57.85770132916341,73.10398749022674,88.35027365129007,100.0,0.0,0.0,6,16,14,-322.00443972506156,90.58667222229825,60000.0,circle,15,13,10,9
22980x105180-6,E16-18_S07_a,22980,105180,369,369,5.91350300563827,1263.0,7.1420364,51.62311955661124,68.48772763262075,86.14410134600158,100.0,0.0,0.0,6,16,14,-319.84286645559666,110.46951912611802,60000.0,circle,15,13,10,9
22980x105200-6,E16-18_S07_a,22980,105200,348,348,5.855071922202427,1173.0,7.068172,49.70161977834612,67.94543904518329,87.38277919863597,100.0,0.0,0.0,6,13,11,-317.68129318613177,130.35236602993777,60000.0,circle,11,10,9,0
22980x105220-6,E16-18_S07_a,22980,105220,361,361,5.891644211825771,1110.0,7.0130157,43.96396396396396,63.42342342342342,84.86486486486487,100.0,0.0,0.0,6,13,11,-315.5197199166669,150.23521293375754,60000.0,circle,11,10,9,0
22980x105240-6,E16-18_S07_a,22980,105240,350,350,5.860786223465865,1103.0,7.0066953,47.68812330009066,67.1804170444243,86.40072529465095,100.0,0.0,0.0,6,13,11,-313.358146647202,170.1180598375773,60000.0,circle,11,10,9,0
22980x105260-6,E16-18_S07_a,22980,105260,360,360,5.8888779583328805,1028.0,6.9363427,45.233463035019454,63.13229571984436,84.43579766536965,100.0,0.0,0.0,6,13,11,-311.1965733777371,190.00090674139705,60000.0,circle,11,10,9,0
22980x105280-6,E16-18_S07_a,22980,105280,326,326,5.7899601708972535,905.0,6.809039,45.74585635359116,65.19337016574586,86.07734806629834,100.0,0.0,0.0,6,13,11,-309.0350001082722,209.8837536452168,60000.0,circle,11,10,9,0
23000x104960-6,E16-18_S07_a,23000,104960,298,298,5.700443573390686,768.0,6.645091,47.13541666666667,66.92708333333334,87.23958333333334,100.0,0.0,0.0,6,13,11,-323.7373255158908,-110.40337008536427,60000.0,circle,11,10,9,0
23000x104980-6,E16-18_S07_a,23000,104980,345,345,5.846438775057724,933.0,6.8394766,44.48017148981779,63.665594855305464,84.45873526259379,100.0,0.0,0.0,6,13,11,-321.5757522464259,-90.5205231815445,60000.0,circle,11,10,9,0
23000x105000-6,E16-18_S07_a,23000,105000,344,344,5.84354441703136,1041.0,6.9488974,46.493756003842456,66.85878962536023,86.1671469740634,100.0,0.0,0.0,6,7,11,-319.414178976961,-70.63767627772475,60000.0,circle,11,10,9,0
23000x105020-6,E16-18_S07_a,23000,105020,353,353,5.869296913133774,1004.0,6.9127426,42.82868525896414,62.54980079681275,84.7609561752988,100.0,0.0,0.0,6,7,10,-317.2526057074961,-50.75482937390499,60000.0,circle,6,5,6,2
23000x105040-6,E16-18_S07_a,23000,105040,360,360,5.8888779583328805,1139.0,7.0387836,47.32221246707638,65.84723441615452,85.95258999122038,100.0,0.0,0.0,6,7,10,-315.0910324380312,-30.871982470085225,60000.0,circle,6,5,6,2
23000x105060-6,E16-18_S07_a,23000,105060,265,265,5.583496308781699,835.0,6.7286286,52.69461077844312,73.05389221556887,92.21556886227546,100.0,0.0,0.0,6,7,10,-312.9294591685663,-10.989135566265464,60000.0,circle,6,5,6,2
23000x105080-6,E16-18_S07_a,23000,105080,271,271,5.605802066295998,816.0,6.705639,53.431372549019606,72.91666666666666,91.29901960784314,100.0,0.0,0.0,6,21,20,-310.7678858991014,8.893711337554299,60000.0,circle,6,5,6,9
23000x105100-6,E16-18_S07_a,23000,105100,235,235,5.4638318050256105,903.0,6.8068295,64.89479512735326,80.84163898117387,96.12403100775194,100.0,0.0,0.0,6,21,20,-308.6063126296365,28.77655824137406,60000.0,circle,6,5,6,9
23000x105120-6,E16-18_S07_a,23000,105120,284,284,5.652489180268651,1069.0,6.975414,61.178671655753035,76.98783910196445,92.1421889616464,100.0,0.0,0.0,6,16,14,-306.4447393601716,48.65940514519382,60000.0,circle,15,13,10,9
23000x105140-6,E16-18_S07_a,23000,105140,320,320,5.771441123130016,982.0,6.8906093,51.83299389002036,69.34826883910387,87.78004073319755,100.0,0.0,0.0,6,16,14,-304.2831660907067,68.54225204901358,60000.0,circle,15,13,10,9
23000x105160-6,E16-18_S07_a,23000,105160,322,322,5.777652323222656,1024.0,6.932448,54.6875,71.09375,88.0859375,100.0,0.0,0.0,6,16,14,-302.1215928212418,88.42509895283335,60000.0,circle,15,13,10,9
23000x105180-6,E16-18_S07_a,23000,105180,379,379,5.940171252720432,1320.0,7.1861444,49.77272727272727,67.27272727272727,86.13636363636363,100.0,0.0,0.0,6,16,14,-299.9600195517769,108.3079458566531,60000.0,circle,15,13,10,9
23000x105200-6,E16-18_S07_a,23000,105200,355,355,5.87493073085203,1079.0,6.9847164,45.31974050046339,63.48470806302131,85.44949026876738,100.0,0.0,0.0,6,16,14,-297.798446282312,128.19079276047287,60000.0,circle,15,13,10,9
23000x105220-6,E16-18_S07_a,23000,105220,340,340,5.831882477283517,1034.0,6.942157,49.32301740812379,69.24564796905223,86.46034816247582,100.0,0.0,0.0,6,13,11,-295.6368730128471,148.07363966429264,60000.0,circle,11,10,9,0
23000x105240-6,E16-18_S07_a,23000,105240,366,366,5.905361848054571,1136.0,7.0361485,47.44718309859155,65.66901408450704,85.38732394366197,100.0,0.0,0.0,6,13,11,-293.4752997433822,167.95648656811238,60000.0,circle,11,10,9,0
23000x105260-6,E16-18_S07_a,23000,105260,354,354,5.872117789475416,1113.0,7.0157123,46.720575022461816,64.95956873315365,85.62443845462714,100.0,0.0,0.0,6,13,11,-291.3137264739173,187.83933347193215,60000.0,circle,11,10,9,0
23000x105280-6,E16-18_S07_a,23000,105280,299,299,5.703782474656201,948.0,6.8554087,50.210970464135016,70.88607594936708,89.55696202531645,100.0,0.0,0.0,6,13,11,-289.1521532044524,207.72218037575192,60000.0,circle,11,10,9,0
23020x104960-6,E16-18_S07_a,23020,104960,367,367,5.908082938168931,984.0,6.8926415,44.51219512195122,63.31300813008131,83.02845528455285,100.0,0.0,0.0,6,13,11,-303.85447861207103,-112.56494335482917,60000.0,circle,11,10,0,0
23020x104980-6,E16-18_S07_a,23020,104980,318,318,5.765191102784844,942.0,6.8490663,46.92144373673036,66.45435244161358,87.47346072186836,100.0,0.0,0.0,6,13,11,-301.69290534260614,-92.68209645100941,60000.0,circle,11,10,9,0
23020x105000-6,E16-18_S07_a,23020,105000,348,348,5.855071922202427,1159.0,7.056175,44.779982743744604,63.934426229508205,85.84987057808455,100.0,0.0,0.0,6,7,11,-299.53133207314124,-72.79924954718965,60000.0,circle,11,10,9,0
23020x105020-6,E16-18_S07_a,23020,105020,342,342,5.83773044716594,995.0,6.903747,47.63819095477387,65.52763819095478,85.7286432160804,100.0,0.0,0.0,6,7,10,-297.36975880367635,-52.916402643369885,60000.0,circle,6,5,6,2
23020x105040-6,E16-18_S07_a,23020,105040,380,380,5.942799375126701,1114.0,7.0166097,46.05026929982047,64.00359066427289,83.57271095152603,100.0,0.0,0.0,6,7,10,-295.20818553421145,-33.033555739550124,60000.0,circle,6,5,6,2
23020x105060-6,E16-18_S07_a,23020,105060,301,301,5.71042701737487,822.0,6.7129564,47.688564476885645,67.2749391727494,87.71289537712896,100.0,0.0,0.0,6,7,10,-293.04661226474656,-13.150708835730363,60000.0,circle,6,5,6,2
23020x105080-6,E16-18_S07_a,23020,105080,259,259,5.560681631015528,780.0,6.660575,58.46153846153847,75.64102564102564,92.43589743589745,100.0,0.0,0.0,6,21,20,-290.8850389952816,6.7321380680894,60000.0,circle,6,5,6,9
23020x105100-6,E16-18_S07_a,23020,105100,266,266,5.58724865840025,858.0,6.755769,59.67365967365967,75.29137529137529,92.3076923076923,100.0,0.0,0.0,6,21,20,-288.7234657258167,26.614984971909163,60000.0,circle,6,5,6,9
23020x105120-6,E16-18_S07_a,23020,105120,292,292,5.680172609017068,887.0,6.788972,53.66403607666291,71.92784667418263,89.62795941375423,100.0,0.0,0.0,6,16,14,-286.5618924563518,46.49783187572892,60000.0,circle,15,13,10,9
23020x105140-6,E16-18_S07_a,23020,105140,374,374,5.926926025970411,1043.0,6.9508147,45.63758389261745,63.374880153403645,83.31735378715244,100.0,0.0,0.0,6,16,14,-284.4003191868869,66.38067877954869,60000.0,circle,15,13,10,9
23020x105160-6,E16-18_S07_a,23020,105160,336,336,5.820082930352362,992.0,6.9007306,51.51209677419355,69.05241935483872,86.29032258064517,100.0,0.0,0.0,6,16,14,-282.238745917422,86.26352568336844,60000.0,circle,15,13,10,9
23020x105180-6,E16-18_S07_a,23020,105180,347,347,5.8522024797744745,1276.0,7.152269,53.21316614420063,70.7680250783699,88.47962382445141,100.0,0.0,0.0,6,16,14,-280.0771726479571,106.14637258718821,60000.0,circle,15,13,10,9
23020x105200-6,E16-18_S07_a,23020,105200,376,376,5.932245187448011,1267.0,7.145196,50.59194948697711,67.08760852407262,85.24072612470403,100.0,0.0,0.0,6,16,14,-277.91559937849223,126.02921949100796,60000.0,circle,15,13,10,9
23020x105220-6,E16-18_S07_a,23020,105220,359,359,5.886104031450156,1033.0,6.9411902,45.49854791868345,63.60116166505324,84.6079380445305,100.0,0.0,0.0,6,13,11,-275.75402610902734,145.91206639482775,60000.0,circle,11,10,9,0
23020x105240-6,E16-18_S07_a,23020,105240,372,372,5.921578419643816,1184.0,7.077498,48.310810810810814,65.79391891891892,84.88175675675676,100.0,0.0,0.0,6,13,11,-273.59245283956244,165.7949132986475,60000.0,circle,11,10,9,0
23020x105260-6,E16-18_S07_a,23020,105260,341,341,5.834810737062605,1112.0,7.0148144,49.73021582733813,67.80575539568345,87.32014388489209,100.0,0.0,0.0,6,13,11,-271.43087957009755,185.67776020246725,60000.0,circle,11,10,9,0
23020x105280-6,E16-18_S07_a,23020,105280,369,369,5.91350300563827,1127.0,7.0282016,46.850044365572316,64.24134871339841,84.82697426796805,100.0,0.0,0.0,6,13,11,-269.26930630063265,205.56060710628702,60000.0,circle,11,10,9,0
23040x104960-6,E16-18_S07_a,23040,104960,376,376,5.932245187448011,952.0,6.859615,40.86134453781513,58.92857142857143,81.5126050420168,100.0,0.0,0.0,6,13,11,-283.97163170825127,-114.72651662429408,60000.0,circle,11,10,0,0
23040x104980-6,E16-18_S07_a,23040,104980,320,320,5.771441123130016,878.0,6.7787848,46.35535307517084,65.71753986332574,86.33257403189066,100.0,0.0,0.0,6,13,11,-281.81005843878637,-94.84366972047431,60000.0,circle,11,10,9,0
23040x105000-6,E16-18_S07_a,23040,105000,381,381,5.945420608606575,1183.0,7.076654,45.815722738799664,64.66610312764159,84.69991546914623,100.0,0.0,0.0,6,7,11,-279.6484851693215,-74.96082281665454,60000.0,circle,11,10,9,0
23040x105020-6,E16-18_S07_a,23040,105020,334,334,5.814130531825066,884.0,6.785588,44.68325791855204,63.57466063348416,84.84162895927602,100.0,0.0,0.0,6,7,10,-277.4869118998566,-55.07797591283479,60000.0,circle,6,5,6,2
23040x105040-6,E16-18_S07_a,23040,105040,348,348,5.855071922202427,905.0,6.809039,47.73480662983425,65.6353591160221,83.64640883977901,100.0,0.0,0.0,6,7,10,-275.3253386303917,-35.19512900901503,60000.0,circle,6,5,6,2
23040x105060-6,E16-18_S07_a,23040,105060,286,286,5.659482215759621,797.0,6.6821084,48.93350062735257,69.38519447929737,89.20953575909661,100.0,0.0,0.0,6,21,20,-273.1637653609268,-15.312282105195262,60000.0,circle,6,5,6,9
23040x105080-6,E16-18_S07_a,23040,105080,281,281,5.641907070938114,795.0,6.6795993,53.333333333333336,72.0754716981132,89.81132075471699,100.0,0.0,0.0,6,21,20,-271.00219209146184,4.570564798624501,60000.0,circle,6,5,6,9
23040x105100-6,E16-18_S07_a,23040,105100,259,259,5.560681631015528,911.0,6.81564,64.21514818880351,78.81448957189902,93.52360043907794,100.0,0.0,0.0,6,21,20,-268.84061882199694,24.453411702444264,60000.0,circle,6,5,6,9
23040x105120-6,E16-18_S07_a,23040,105120,306,306,5.726847747587197,932.0,6.838405,51.18025751072961,69.63519313304721,88.62660944206009,100.0,0.0,0.0,6,16,14,-266.67904555253205,44.336258606264025,60000.0,circle,15,13,10,9
23040x105140-6,E16-18_S07_a,23040,105140,370,370,5.916202062607435,1027.0,6.9353704,44.69328140214216,61.92794547224927,83.0574488802337,100.0,0.0,0.0,6,16,14,-264.51747228306715,64.21910551008379,60000.0,circle,15,13,10,9
23040x105160-6,E16-18_S07_a,23040,105160,362,362,5.8944028342648505,1028.0,6.9363427,46.88715953307393,63.81322957198443,84.24124513618678,100.0,0.0,0.0,6,16,14,-262.35589901360225,84.10195241390355,60000.0,circle,15,13,10,9
23040x105180-6,E16-18_S07_a,23040,105180,336,336,5.820082930352362,1046.0,6.9536843,54.11089866156787,70.36328871892925,86.9980879541109,100.0,0.0,0.0,6,16,14,-260.19432574413736,103.98479931772331,60000.0,circle,15,13,10,9
23040x105200-6,E16-18_S07_a,23040,105200,356,356,5.877735781779639,1206.0,7.0958934,52.072968490878935,68.65671641791045,87.06467661691542,100.0,0.0,0.0,6,16,14,-258.03275247467246,123.86764622154307,60000.0,circle,15,13,10,9
23040x105220-6,E16-18_S07_a,23040,105220,344,344,5.84354441703136,1209.0,7.098376,52.191894127378,69.5616211745244,88.08933002481389,100.0,0.0,0.0,6,13,11,-255.87117920520757,143.75049312536282,60000.0,circle,11,10,9,0
23040x105240-6,E16-18_S07_a,23040,105240,375,375,5.929589143389895,1254.0,7.134891,47.687400318979265,65.70972886762361,84.44976076555024,100.0,0.0,0.0,6,13,11,-253.70960593574264,163.6333400291826,60000.0,circle,11,10,9,0
23040x105260-6,E16-18_S07_a,23040,105260,353,353,5.869296913133774,1111.0,7.0139155,46.26462646264626,65.61656165616562,85.86858685868587,100.0,0.0,0.0,6,13,11,-251.54803266627775,183.51618693300236,60000.0,circle,11,10,9,0
23040x105280-6,E16-18_S07_a,23040,105280,336,336,5.820082930352362,1035.0,6.9431224,46.28019323671498,66.08695652173913,86.85990338164251,100.0,0.0,0.0,6,13,11,-249.38645939681285,203.39903383682213,60000.0,circle,11,10,9,0
23040x105300-6,E16-18_S07_a,23040,105300,328,328,5.796057750765372,929.0,6.8351846,46.716899892357375,65.55435952637244,86.22174381054897,100.0,0.0,0.0,6,13,11,-247.22488612734796,223.2818807406419,60000.0,circle,11,10,9,0
23060x104940-6,E16-18_S07_a,23060,104940,330,330,5.802118375377063,778.0,6.658011,43.573264781491,63.11053984575835,83.29048843187661,100.0,0.0,0.0,6,13,11,-266.25035807389645,-136.77093679757874,60000.0,circle,11,10,9,0
23060x104960-6,E16-18_S07_a,23060,104960,324,324,5.783825182329737,958.0,6.865891,44.46764091858037,64.09185803757829,87.05636743215031,100.0,0.0,0.0,6,13,11,-264.0887848044315,-116.88808989375897,60000.0,circle,11,10,0,0
23060x104980-6,E16-18_S07_a,23060,104980,289,289,5.66988092298052,852.0,6.7487597,47.88732394366197,68.07511737089203,89.55399061032864,100.0,0.0,0.0,6,7,11,-261.9272115349666,-97.0052429899392,60000.0,circle,11,10,9,0
23060x105000-6,E16-18_S07_a,23060,105000,333,333,5.8111409929767,921.0,6.8265452,46.03691639522258,65.03800217155266,85.55917480998914,100.0,0.0,0.0,6,7,10,-259.7656382655017,-77.12239608611945,60000.0,circle,6,5,6,2
23060x105020-6,E16-18_S07_a,23060,105020,291,291,5.676753802268282,693.0,6.542472,45.74314574314574,66.23376623376623,86.86868686868688,100.0,0.0,0.0,6,7,10,-257.6040649960368,-57.23954918229969,60000.0,circle,6,5,6,2
23060x105040-6,E16-18_S07_a,23060,105040,277,277,5.627621113690637,660.0,6.493754,46.96969696969697,66.51515151515152,88.33333333333333,100.0,0.0,0.0,6,7,10,-255.44249172657192,-37.35670227847993,60000.0,circle,6,5,6,2
23060x105060-6,E16-18_S07_a,23060,105060,302,302,5.713732805509369,835.0,6.7286286,49.58083832335329,68.8622754491018,87.78443113772455,100.0,0.0,0.0,6,7,10,-253.28091845710702,-17.473855374660165,60000.0,circle,6,5,6,2
23060x105080-6,E16-18_S07_a,23060,105080,260,260,5.564520407322694,817.0,6.7068624,58.62913096695227,76.2545899632803,92.65605875153,100.0,0.0,0.0,6,21,20,-251.11934518764212,2.408991529159598,60000.0,circle,6,5,6,9
23060x105100-6,E16-18_S07_a,23060,105100,250,250,5.5254529391317835,943.0,6.8501263,66.91410392364793,81.33616118769883,94.69777306468717,100.0,0.0,0.0,6,21,20,-248.95777191817723,22.29183843297936,60000.0,circle,6,5,6,9
23060x105120-6,E16-18_S07_a,23060,105120,319,319,5.768320995793772,958.0,6.865891,51.46137787056367,69.31106471816284,87.57828810020877,100.0,0.0,0.0,6,21,20,-246.79619864871233,42.17468533679912,60000.0,circle,6,5,6,9
23060x105140-6,E16-18_S07_a,23060,105140,352,352,5.8664680569332965,851.0,6.7475867,43.12573443008226,62.39717978848414,82.13866039952997,100.0,0.0,0.0,6,16,14,-244.6346253792474,62.05753224061888,60000.0,circle,15,13,10,9
23060x105160-6,E16-18_S07_a,23060,105160,315,315,5.755742213586912,786.0,6.668228,49.4910941475827,66.15776081424937,85.36895674300254,100.0,0.0,0.0,6,16,14,-242.47305210978251,81.94037914443865,60000.0,circle,15,13,10,9
23060x105180-6,E16-18_S07_a,23060,105180,322,322,5.777652323222656,994.0,6.902743,53.72233400402414,70.62374245472837,87.72635814889335,100.0,0.0,0.0,6,16,14,-240.31147884031762,101.8232260482584,60000.0,circle,15,13,10,9
23060x105200-6,E16-18_S07_a,23060,105200,344,344,5.84354441703136,1120.0,7.0219765,55.53571428571429,71.42857142857143,87.14285714285714,100.0,0.0,0.0,6,16,14,-238.14990557085272,121.70607295207817,60000.0,circle,15,13,10,9
23060x105220-6,E16-18_S07_a,23060,105220,316,316,5.75890177387728,1071.0,6.9772816,52.28758169934641,70.68160597572363,89.16900093370683,100.0,0.0,0.0,6,13,11,-235.98833230138783,141.58891985589793,60000.0,circle,11,10,9,0
23060x105240-6,E16-18_S07_a,23060,105240,296,296,5.6937321388027,995.0,6.903747,54.2713567839196,71.95979899497488,90.35175879396985,100.0,0.0,0.0,6,13,11,-233.8267590319229,161.4717667597177,60000.0,circle,11,10,9,0
23060x105260-6,E16-18_S07_a,23060,105260,344,344,5.84354441703136,1073.0,6.979145,48.555452003727865,66.26281453867661,86.57968313140726,100.0,0.0,0.0,6,13,11,-231.665185762458,181.35461366353746,60000.0,circle,11,10,9,0
23060x105280-6,E16-18_S07_a,23060,105280,323,323,5.780743515792329,980.0,6.8885727,46.53061224489796,66.02040816326532,87.44897959183675,100.0,0.0,0.0,6,13,11,-229.5036124929931,201.2374605673572,60000.0,circle,11,10,9,0
23060x105300-6,E16-18_S07_a,23060,105300,306,306,5.726847747587197,814.0,6.703188,45.57739557739558,65.97051597051598,86.97788697788698,100.0,0.0,0.0,6,13,11,-227.34203922352822,221.12030747117697,60000.0,circle,11,10,9,0
23080x104940-6,E16-18_S07_a,23080,104940,364,364,5.8998973535824915,952.0,6.859615,41.491596638655466,60.924369747899156,82.77310924369748,100.0,0.0,0.0,6,13,11,-246.36751117007665,-138.93251006704364,60000.0,circle,11,10,0,0
23080x104960-6,E16-18_S07_a,23080,104960,332,332,5.808142489980444,1019.0,6.927558,48.38076545632973,67.5171736997056,87.04612365063788,100.0,0.0,0.0,6,13,11,-244.20593790061176,-119.04966316322387,60000.0,circle,11,10,0,0
23080x104980-6,E16-18_S07_a,23080,104980,361,361,5.891644211825771,1078.0,6.98379,44.8051948051948,64.10018552875695,85.06493506493507,100.0,0.0,0.0,6,8,6,-242.04436463114686,-99.16681625940411,60000.0,circle,5,6,0,2
23080x105000-6,E16-18_S07_a,23080,105000,329,329,5.799092654460526,874.0,6.774224,43.7070938215103,63.50114416475973,85.24027459954233,100.0,0.0,0.0,6,7,10,-239.88279136168197,-79.28396935558435,60000.0,circle,6,5,6,2
23080x105020-6,E16-18_S07_a,23080,105020,312,312,5.746203190540153,748.0,6.618739,46.12299465240642,64.97326203208557,85.02673796791443,100.0,0.0,0.0,6,7,10,-237.72121809221704,-59.401122451764586,60000.0,circle,6,5,6,2
23080x105040-6,E16-18_S07_a,23080,105040,311,311,5.7430031878094825,825.0,6.7165947,52.6060606060606,69.93939393939394,86.54545454545455,100.0,0.0,0.0,6,21,20,-235.55964482275215,-39.518275547944825,60000.0,circle,6,5,6,9
23080x105060-6,E16-18_S07_a,23080,105060,277,277,5.627621113690637,825.0,6.7165947,51.75757575757576,72.12121212121212,90.66666666666666,100.0,0.0,0.0,6,7,10,-233.39807155328725,-19.635428644125064,60000.0,circle,6,5,6,2
23080x105080-6,E16-18_S07_a,23080,105080,294,294,5.68697535633982,845.0,6.7405195,50.76923076923077,69.8224852071006,88.87573964497042,100.0,0.0,0.0,6,21,20,-231.23649828382236,0.24741825969469877,60000.0,circle,6,5,6,9
23080x105100-6,E16-18_S07_a,23080,105100,303,303,5.717027701406222,1173.0,7.068172,63.34185848252344,78.09036658141517,91.21909633418585,100.0,0.0,0.0,6,21,20,-229.07492501435746,20.130265163514462,60000.0,circle,6,5,6,9
23080x105120-6,E16-18_S07_a,23080,105120,280,280,5.638354669333745,950.0,6.857514,59.578947368421055,76.63157894736841,91.57894736842105,100.0,0.0,0.0,6,21,20,-226.91335174489257,40.01311206733422,60000.0,circle,6,5,6,9
23080x105140-6,E16-18_S07_a,23080,105140,332,332,5.808142489980444,874.0,6.774224,47.139588100686495,65.90389016018307,84.89702517162472,100.0,0.0,0.0,6,16,14,-224.75177847542764,59.89595897115399,60000.0,circle,15,13,10,9
23080x105160-6,E16-18_S07_a,23080,105160,376,376,5.932245187448011,1063.0,6.9697905,45.06114769520226,61.429915333960494,81.84383819379116,100.0,0.0,0.0,6,16,14,-222.59020520596275,79.77880587497374,60000.0,circle,15,13,10,9
23080x105180-6,E16-18_S07_a,23080,105180,325,325,5.786897381366708,1192.0,7.0842266,57.63422818791947,72.81879194630872,89.51342281879194,100.0,0.0,0.0,6,16,14,-220.42863193649785,99.66165277879351,60000.0,circle,15,13,10,9
23080x105200-6,E16-18_S07_a,23080,105200,366,366,5.905361848054571,1246.0,7.128496,57.54414125200642,71.107544141252,86.67736757624398,100.0,0.0,0.0,6,16,14,-218.26705866703296,119.54449968261326,60000.0,circle,15,13,10,9
23080x105220-6,E16-18_S07_a,23080,105220,380,380,5.942799375126701,1384.0,7.2334557,52.16763005780347,68.5693641618497,85.76589595375722,100.0,0.0,0.0,6,13,11,-216.10548539756806,139.42734658643303,60000.0,circle,11,10,9,0
23080x105240-6,E16-18_S07_a,23080,105240,358,358,5.883322388488279,1106.0,7.009409,46.56419529837251,64.73779385171791,85.623869801085,100.0,0.0,0.0,6,13,11,-213.94391212810314,159.3101934902528,60000.0,circle,11,10,9,0
23080x105260-6,E16-18_S07_a,23080,105260,387,387,5.961005339623274,1290.0,7.1631722,48.13953488372093,65.65891472868218,84.26356589147287,100.0,0.0,0.0,6,13,11,-211.78233885863824,179.19304039407257,60000.0,circle,11,10,9,0
23080x105280-6,E16-18_S07_a,23080,105280,367,367,5.908082938168931,1121.0,7.022868,45.495093666369314,65.12042818911686,85.10258697591436,100.0,0.0,0.0,6,13,11,-209.62076558917335,199.0758872978923,60000.0,circle,11,10,9,0
23080x105300-6,E16-18_S07_a,23080,105300,311,311,5.7430031878094825,933.0,6.8394766,49.51768488745981,68.38156484458734,88.10289389067523,100.0,0.0,0.0,6,13,11,-207.45919231970845,218.95873420171208,60000.0,circle,11,10,9,0
23100x104940-6,E16-18_S07_a,23100,104940,321,321,5.7745515455444085,823.0,6.7141705,43.74240583232078,64.6415552855407,85.29769137302551,100.0,0.0,0.0,6,13,11,-226.4846642662569,-141.09408333650853,60000.0,circle,11,10,0,0
23100x104960-6,E16-18_S07_a,23100,104960,353,353,5.869296913133774,1016.0,6.9246125,41.83070866141732,60.82677165354331,83.36614173228347,100.0,0.0,0.0,6,8,6,-224.32309099679202,-121.21123643268878,60000.0,circle,5,6,0,2
23100x104980-6,E16-18_S07_a,23100,104980,322,322,5.777652323222656,945.0,6.8522425,44.338624338624335,65.18518518518519,87.08994708994709,100.0,0.0,0.0,6,7,10,-222.16151772732712,-101.32838952886901,60000.0,circle,6,5,6,2
23100x105000-6,E16-18_S07_a,23100,105000,358,358,5.883322388488279,838.0,6.7322106,38.544152744630075,58.1145584725537,81.14558472553699,100.0,0.0,0.0,6,7,10,-219.99994445786223,-81.44554262504924,60000.0,circle,6,5,6,2
23100x105020-6,E16-18_S07_a,23100,105020,345,345,5.846438775057724,899.0,6.802395,45.93993325917686,64.51612903225806,83.87096774193549,100.0,0.0,0.0,6,7,10,-217.8383711883973,-61.56269572122949,60000.0,circle,6,5,6,2
23100x105040-6,E16-18_S07_a,23100,105040,309,309,5.736572297479192,1021.0,6.929517,54.16258570029383,71.69441723800196,89.32419196865817,100.0,0.0,0.0,6,21,20,-215.6767979189324,-41.67984881740973,60000.0,circle,6,5,6,9
23100x105060-6,E16-18_S07_a,23100,105060,311,311,5.7430031878094825,929.0,6.8351846,47.57804090419806,67.81485468245425,88.05166846071045,100.0,0.0,0.0,6,7,10,-213.5152246494675,-21.797001913589963,60000.0,circle,6,5,6,2
23100x105080-6,E16-18_S07_a,23100,105080,270,270,5.602118820879701,826.0,6.717805,54.72154963680388,72.88135593220339,91.52542372881356,100.0,0.0,0.0,6,21,20,-211.35365138000262,-1.9141550097702003,60000.0,circle,6,5,6,9
23100x105100-6,E16-18_S07_a,23100,105100,288,288,5.666426688112432,915.0,6.8200164,59.67213114754099,74.86338797814209,90.3825136612022,100.0,0.0,0.0,6,21,20,-209.19207811053772,17.968691894049563,60000.0,circle,6,5,6,9
23100x105120-6,E16-18_S07_a,23100,105120,303,303,5.717027701406222,995.0,6.903747,52.56281407035176,71.25628140703517,89.64824120603015,100.0,0.0,0.0,6,21,20,-207.03050484107283,37.851538797869324,60000.0,circle,6,5,6,9
23100x105140-6,E16-18_S07_a,23100,105140,336,336,5.820082930352362,852.0,6.7487597,44.95305164319249,64.55399061032864,84.03755868544602,100.0,0.0,0.0,6,16,14,-204.8689315716079,57.734385701689085,60000.0,circle,15,13,10,9
23100x105160-6,E16-18_S07_a,23100,105160,393,393,5.976350909297934,1135.0,7.035269,45.286343612334804,62.20264317180617,82.20264317180617,100.0,0.0,0.0,6,16,14,-202.707358302143,77.61723260550885,60000.0,circle,15,13,10,9
23100x105180-6,E16-18_S07_a,23100,105180,300,300,5.707110264748875,1111.0,7.0139155,59.4059405940594,75.87758775877587,90.999099909991,100.0,0.0,0.0,6,16,14,-200.5457850326781,97.50007950932861,60000.0,circle,15,13,10,9
23100x105200-6,E16-18_S07_a,23100,105200,323,323,5.780743515792329,1087.0,6.9920964,54.46182152713891,71.94112235510579,88.68445262189513,100.0,0.0,0.0,6,16,14,-198.38421176321322,117.38292641314837,60000.0,circle,15,13,10,9
